"","id","n_accidents","All.usual.residents","Males","Females","children","adults","A Road","B Road","Motorway","Not Classified","Unclassified","Total_km","LSOA11CD"
"1397","W01001397",6,1732,860,872,414,1318,0,0,0,0.347,4.446,4.793,"W01001397"
"1398","W01001398",48,2507,1265,1242,691,1816,0.365,0.516,0,0.184,6.328,7.393,"W01001398"
"1399","W01001399",22,1316,652,664,262,1054,0.022,0.522,0,0.153,2.364,3.061,"W01001399"
"1400","W01001400",8,1454,685,769,423,1031,0,0,0,0,4.074,4.074,"W01001400"
"1401","W01001401",34,1943,957,986,364,1579,1.401,0.922,0,0.954,9.23,12.507,"W01001401"
"1402","W01001402",9,1699,835,864,445,1254,0,0,0,0.445,3.93,4.375,"W01001402"
"1403","W01001403",35,1621,803,818,352,1269,0,1.682,0,1.497,2.844,6.023,"W01001403"
"1404","W01001404",11,1412,715,697,223,1189,0.092,0,0,0.148,4.181,4.421,"W01001404"
"1405","W01001405",57,1877,920,957,478,1399,0.166,0.193,0,0.796,5.945,7.1,"W01001405"
"1406","W01001406",50,1924,957,967,355,1569,2.232,0.128,0,1.095,7.468,10.923,"W01001406"
"1407","W01001407",9,1416,702,714,264,1152,0,0.301,0,0.559,4.116,4.976,"W01001407"
"1408","W01001408",7,1515,724,791,430,1085,0,0,0,0.636,2.646,3.282,"W01001408"
"1409","W01001409",9,1677,800,877,319,1358,0,0,0,1.221,5.656,6.877,"W01001409"
"1410","W01001410",14,1856,941,915,362,1494,0,0,0,0.082,4.414,4.496,"W01001410"
"1411","W01001411",32,1709,815,894,285,1424,0,1.029,0,1.939,6.447,9.415,"W01001411"
"1412","W01001412",63,1693,838,855,274,1419,0,1.406,0,0.94,6.004,8.35,"W01001412"
"1413","W01001413",51,1827,868,959,389,1438,0.514,1.529,0,1.776,5.659,9.478,"W01001413"
"1414","W01001414",31,1600,779,821,400,1200,0,0.097,0,0.98,4.056,5.133,"W01001414"
"1415","W01001415",22,1807,889,918,444,1363,1.538,0.201,0,3.025,4.586,9.35,"W01001415"
"1416","W01001416",25,1462,711,751,238,1224,0,0.419,0,2.883,3.622,6.924,"W01001416"
"1417","W01001417",4,1490,746,744,340,1150,0,0,0,0.541,3.772,4.313,"W01001417"
"1418","W01001418",61,1458,705,753,307,1151,0,1.341,0,5.471,7.795,14.607,"W01001418"
"1419","W01001419",62,1556,800,756,320,1236,0,0,0,14.949,30.483,45.432,"W01001419"
"1420","W01001420",4,1305,629,676,269,1036,0,0,0,0.055,4.065,4.12,"W01001420"
"1421","W01001421",10,1543,729,814,436,1107,0,0,0,0.046,3.158,3.204,"W01001421"
"1422","W01001422",18,1572,766,806,366,1206,0,0,0,0.085,3.505,3.59,"W01001422"
"1423","W01001423",31,1417,690,727,207,1210,0,0.578,0,0.196,4.261,5.035,"W01001423"
"1424","W01001424",52,1497,693,804,277,1220,0,0.846,0,1.414,3.878,6.138,"W01001424"
"1425","W01001425",33,1620,792,828,312,1308,0,0.735,0,2.353,4.288,7.376,"W01001425"
"1426","W01001426",65,1381,698,683,269,1112,2.292,0.127,0,1.78,5.732,9.931,"W01001426"
"1427","W01001427",8,1835,903,932,516,1319,0.158,0,0,0,3.561,3.719,"W01001427"
"1428","W01001428",3,1297,628,669,342,955,0,0.239,0,0.518,3.392,4.149,"W01001428"
"1429","W01001429",92,1157,561,596,223,934,5.185,1.476,0,6.235,11.267,24.163,"W01001429"
"1430","W01001430",38,2367,1142,1225,533,1834,0.779,3.202,0,9.408,9.173,22.562,"W01001430"
"1431","W01001431",30,1581,775,806,325,1256,0,0.494,0,5.722,13.905,20.121,"W01001431"
"1432","W01001432",34,2210,1082,1128,508,1702,0.736,0,0,3.152,10.517,14.405,"W01001432"
"1433","W01001433",33,1413,665,748,282,1131,0.451,0,0,2.298,4.525,7.274,"W01001433"
"1434","W01001434",34,1420,702,718,333,1087,0.38,0,0,1.302,5.278,6.96,"W01001434"
"1435","W01001435",30,1442,725,717,295,1147,0.022,0,0,1.023,3.899,4.944,"W01001435"
"1436","W01001436",46,1413,708,705,267,1146,0.091,0,0,0.805,4.489,5.385,"W01001436"
"1437","W01001437",7,1561,765,796,321,1240,0,0,0,2.309,3.952,6.261,"W01001437"
"1438","W01001438",75,1425,675,750,243,1182,2.15,0,0,0.862,6.748,9.76,"W01001438"
"1439","W01001439",22,1685,843,842,313,1372,0,0,0,1.845,4.529,6.374,"W01001439"
"1440","W01001440",31,1380,668,712,290,1090,1.47,0,0,0.504,4.018,5.992,"W01001440"
"1441","W01001441",18,1248,611,637,271,977,0.237,0.352,0,0.437,2.681,3.707,"W01001441"
"1442","W01001442",57,1238,614,624,257,981,0.818,0.369,0,0.731,2.928,4.846,"W01001442"
"1443","W01001443",71,1369,714,655,227,1142,0.837,0,0,1.511,5.388,7.736,"W01001443"
"1444","W01001444",14,1933,939,994,452,1481,0,0,0,2.104,6.317,8.421,"W01001444"
"1445","W01001445",30,1506,742,764,331,1175,0,0,0,3.429,5.072,8.501,"W01001445"
"1446","W01001446",82,1273,603,670,229,1044,2.437,0.075,0,1.324,6.482,10.318,"W01001446"
"1447","W01001447",35,1570,767,803,415,1155,0.219,0,0,0.387,2.742,3.348,"W01001447"
"1448","W01001448",45,1238,648,590,208,1030,1.023,0.796,0,0.208,5.244,7.271,"W01001448"
"1449","W01001449",32,1449,723,726,252,1197,0.441,0.447,0,1.133,3.699,5.72,"W01001449"
"1450","W01001450",15,1310,644,666,258,1052,0,0,0,1.973,4.356,6.329,"W01001450"
"1451","W01001451",47,1429,712,717,309,1120,2.891,0,0,4.504,4.004,11.399,"W01001451"
"1452","W01001452",29,1556,798,758,332,1224,0.681,0.018,0,5.505,7.22,13.424,"W01001452"
"1453","W01001453",30,1563,773,790,377,1186,0,0,0,0.764,8.704,9.468,"W01001453"
"1454","W01001454",14,1404,671,733,275,1129,0,0,0,4.171,7.465,11.636,"W01001454"
"1455","W01001455",4,1736,843,893,339,1397,0,0,0,0.727,2.88,3.607,"W01001455"
"1456","W01001456",29,1321,627,694,285,1036,0.335,0.322,0,1.229,5.212,7.098,"W01001456"
"1457","W01001457",19,1709,784,925,392,1317,0.096,0,0,0.192,4.753,5.041,"W01001457"
"1458","W01001458",75,1531,760,771,322,1209,0.621,0.823,0,4.928,3.436,9.808,"W01001458"
"1459","W01001459",7,1111,529,582,302,809,0,0.008,0,0.927,3.326,4.261,"W01001459"
"1460","W01001460",88,1743,875,868,329,1414,4.388,2.187,0,5.969,13.263,25.807,"W01001460"
"1461","W01001461",28,1420,705,715,282,1138,0.304,0.666,0,2.242,3.246,6.458,"W01001461"
"1462","W01001462",14,1518,720,798,332,1186,0,0,0,2.457,7.185,9.642,"W01001462"
"1463","W01001463",4,1892,906,986,353,1539,0,0,0,1.515,5.329,6.844,"W01001463"
"1464","W01001464",13,1544,788,756,333,1211,0,2.491,0,2.277,5.221,9.989,"W01001464"
"1465","W01001465",48,1566,769,797,323,1243,0.11,1.082,0,3.71,11.179,16.081,"W01001465"
"1466","W01001466",16,1687,892,795,297,1390,0,0.634,0,1.686,5.33,7.65,"W01001466"
"1467","W01001467",68,1946,937,1009,476,1470,0.067,1.291,0,1.805,8.395,11.558,"W01001467"
"1468","W01001468",29,1378,677,701,270,1108,0,0,0,0.975,4.475,5.45,"W01001468"
"1469","W01001469",13,1311,668,643,334,977,0,0,0,1.616,5.172,6.788,"W01001469"
"1470","W01001470",27,1482,734,748,256,1226,0.059,0,0,3.406,11.451,14.916,"W01001470"
"1471","W01001471",66,1752,856,896,416,1336,0.287,0,0,0.388,5.161,5.836,"W01001471"
"1472","W01001472",35,1473,742,731,285,1188,1.523,0,0,1.545,5.794,8.862,"W01001472"
"1473","W01001473",10,1399,646,753,356,1043,0.202,0,0,0.51,3.563,4.275,"W01001473"
"1474","W01001474",56,1549,784,765,312,1237,1.287,0,0,7.734,15.023,24.044,"W01001474"
"1475","W01001475",65,1209,584,625,235,974,0.904,0,0,1.046,4.589,6.539,"W01001475"
"1476","W01001476",37,1039,504,535,205,834,1.367,0,0,1.337,1.994,4.698,"W01001476"
"1477","W01001477",5,1443,717,726,305,1138,0,0,0,1.756,4.322,6.078,"W01001477"
"1478","W01001478",90,1471,714,757,274,1197,3.375,0.355,0,5.89,5.324,14.944,"W01001478"
"1479","W01001479",9,1511,710,801,352,1159,0,0,0,0.438,3.8,4.238,"W01001479"
"1480","W01001480",13,1495,713,782,303,1192,0.028,0,0,0.103,5.88,6.011,"W01001480"
"1481","W01001481",91,1586,798,788,249,1337,0.072,1.051,0,0.259,8.354,9.736,"W01001481"
"1482","W01001482",33,1213,607,606,286,927,1.366,1.878,0,5.809,4.858,13.911,"W01001482"
"1483","W01001483",10,1378,643,735,367,1011,0,0.133,0,0.076,3.753,3.962,"W01001483"
"1484","W01001484",5,1740,845,895,388,1352,1.091,0,0,1.699,6.253,9.043,"W01001484"
"1485","W01001485",16,1211,568,643,279,932,0,1.081,0,2.037,4.399,7.517,"W01001485"
"1486","W01001486",16,1522,762,760,346,1176,0.685,0.772,0,0.621,4.837,6.915,"W01001486"
"1487","W01001487",23,1550,791,759,345,1205,0.253,0.529,0,2.156,4.696,7.634,"W01001487"
"1488","W01001488",3,1592,774,818,387,1205,0,0.193,0,0.067,4.194,4.454,"W01001488"
"1489","W01001489",34,1616,783,833,362,1254,0,3.923,0,4.91,12.382,21.215,"W01001489"
"1490","W01001490",3,1297,630,667,271,1026,0.136,0,0,0.776,2.551,3.463,"W01001490"
"1491","W01001491",40,1808,873,935,402,1406,0.759,0,0,0.904,5.699,7.362,"W01001491"
"1492","W01001492",13,2335,1142,1193,549,1786,0,0,0,0.354,5.61,5.964,"W01001492"
"1493","W01001493",2,1941,942,999,367,1574,0,0,0,0.067,4.322,4.389,"W01001493"
"1494","W01001494",2,1509,732,777,279,1230,0.27,0,0,0.388,3.63,4.288,"W01001494"
"1495","W01001495",22,1796,829,967,313,1483,0,0,0,1.641,6.196,7.837,"W01001495"
"1496","W01001496",12,1438,691,747,323,1115,0,0,0,4.65,7.7,12.35,"W01001496"
"1497","W01001497",11,1527,720,807,368,1159,0,0,0,0.339,3.783,4.122,"W01001497"
"1498","W01001498",9,1176,561,615,286,890,0,0,0,0.466,1.265,1.731,"W01001498"
"1499","W01001499",10,1203,604,599,262,941,0,0,0,0.434,3.137,3.571,"W01001499"
"1500","W01001500",4,1323,638,685,268,1055,0,0,0,0.121,4.375,4.496,"W01001500"
"1501","W01001501",17,1344,665,679,371,973,0,0,0,0,2.887,2.887,"W01001501"
"1502","W01001502",9,1329,645,684,326,1003,0,0,0,0.128,4.042,4.17,"W01001502"
"1503","W01001503",3,1395,665,730,434,961,0,0,0,0,1.259,1.259,"W01001503"
"1504","W01001504",38,2045,983,1062,474,1571,0.081,0,0,2.302,7.522,9.905,"W01001504"
"1505","W01001505",117,2080,1018,1062,436,1644,2.897,0,0,7.851,15.82,26.568,"W01001505"
"1506","W01001506",96,1401,715,686,237,1164,0,0,0,1.773,9.35,11.123,"W01001506"
"1507","W01001507",18,2013,945,1068,403,1610,0.696,0.287,0,1.478,5.822,8.283,"W01001507"
"1508","W01001508",30,1226,587,639,186,1040,0.099,0.612,0,1.779,4.84,7.33,"W01001508"
"1509","W01001509",32,1482,725,757,284,1198,0.262,1.79,0,5.347,5.185,12.584,"W01001509"
"1510","W01001510",52,1522,714,808,315,1207,0.403,0,0,3.945,11.749,16.097,"W01001510"
"1511","W01001511",17,1604,771,833,326,1278,0,0,0,0.301,4.786,5.087,"W01001511"
"1512","W01001512",3,1357,680,677,192,1165,0,0,0,0,3.08,3.08,"W01001512"
"1513","W01001513",33,1503,753,750,269,1234,2.696,0,0,8.827,6.08,17.603,"W01001513"
"1514","W01001514",8,1180,576,604,213,967,0,0,0,1.436,2.701,4.137,"W01001514"
"1515","W01001515",26,1512,732,780,346,1166,0,0,0,1.487,6.435,7.922,"W01001515"
"1516","W01001516",1,1434,706,728,281,1153,0,0,0,0.559,3.274,3.833,"W01001516"
"1517","W01001517",72,1984,997,987,469,1515,1.095,0,0,1.312,7.064,9.471,"W01001517"
"1518","W01001518",11,1107,559,548,197,910,0,0,0,0.074,4.52,4.594,"W01001518"
"1519","W01001519",27,1351,683,668,283,1068,0,0,0,0.583,2.771,3.354,"W01001519"
"1520","W01001520",37,1801,866,935,399,1402,0.839,0,0,0.884,6.356,8.079,"W01001520"
"1521","W01001521",43,1452,729,723,318,1134,0,0,0,0.278,3.9,4.178,"W01001521"
"1522","W01001522",9,1701,822,879,378,1323,0,0,0,0.081,3.524,3.605,"W01001522"
"1523","W01001523",28,1492,726,766,304,1188,0.051,0,0,3.892,6.795,10.738,"W01001523"
"1524","W01001524",141,1836,934,902,336,1500,1.965,0,0,1.21,11.516,14.691,"W01001524"
"1525","W01001525",9,1541,763,778,374,1167,0,0,0,1.948,5.682,7.63,"W01001525"
"1526","W01001526",15,1341,634,707,325,1016,0,0,0,0.033,2.263,2.296,"W01001526"
"1527","W01001527",12,1206,581,625,178,1028,0.003,0,0,0.556,3.114,3.673,"W01001527"
"1528","W01001528",54,1118,540,578,244,874,0.794,0,0,2.5,8.973,12.267,"W01001528"
"1529","W01001529",39,2063,1034,1029,390,1673,1.573,0.531,0,1.768,4.846,8.718,"W01001529"
"1530","W01001530",9,1844,865,979,551,1293,0,0,0,0.237,4.159,4.396,"W01001530"
"1531","W01001531",15,1762,883,879,423,1339,0,0.901,0,2.049,5.759,8.709,"W01001531"
"1532","W01001532",25,1756,833,923,431,1325,0,0,0,0,3.76,3.76,"W01001532"
"1533","W01001533",28,1637,827,810,393,1244,0,0,0,9.288,14.549,23.837,"W01001533"
"1534","W01001534",5,1484,746,738,316,1168,0,0,0,1.279,4.26,5.539,"W01001534"
"1535","W01001535",9,1335,667,668,263,1072,0,0,0,0.228,3.604,3.832,"W01001535"
"1536","W01001536",12,1229,578,651,373,856,0,0,0,0.171,3.512,3.683,"W01001536"
"1537","W01001537",8,1200,604,596,200,1000,0,0,0,2.046,5.013,7.059,"W01001537"
"1538","W01001538",17,1327,624,703,332,995,0,0,0,0.172,2.926,3.098,"W01001538"
"1539","W01001539",7,1472,690,782,368,1104,0,0,0,0,3.318,3.318,"W01001539"
"1540","W01001540",14,1272,632,640,264,1008,0.353,0,0,1.546,2.664,4.563,"W01001540"
"1541","W01001541",20,1162,550,612,222,940,0.037,0,0,7.011,13.04,20.088,"W01001541"
"1542","W01001542",44,1791,905,886,342,1449,5.729,0,0,60.89,30.171,96.79,"W01001542"
"1543","W01001543",2,1440,710,730,332,1108,0,0,0,0.771,5.434,6.205,"W01001543"
"1544","W01001544",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","W01001545",10,1458,673,785,219,1239,0.885,0,0,3.99,10.885,15.76,"W01001545"
"1546","W01001546",11,1537,753,784,409,1128,0.366,0,0,0.479,3.413,4.258,"W01001546"
"1547","W01001547",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","W01001548",35,2121,1048,1073,432,1689,11.007,5.95,0,57.848,100.584,175.389,"W01001548"
"1549","W01001549",38,1480,755,725,291,1189,0,13.245,0,48.57,59.678,121.493,"W01001549"
"1550","W01001550",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","W01001552",8,1564,774,790,306,1258,3.11,0,0,1.626,9.117,13.853,"W01001552"
"1552","W01001553",26,2746,1342,1404,713,2033,0,2.155,0,4.462,8.366,14.983,"W01001553"
"1553","W01001554",150,1691,844,847,516,1175,5.478,0.65,0,1.308,6.143,13.579,"W01001554"
"1554","W01001555",49,1189,559,630,224,965,2.832,0,0,6.961,24.956,34.749,"W01001555"
"1555","W01001556",59,1204,580,624,266,938,2.448,0,0,2.367,3.827,8.642,"W01001556"
"1556","W01001557",42,1853,868,985,359,1494,0.731,0,0,2.067,5.807,8.605,"W01001557"
"1557","W01001558",4,1527,733,794,291,1236,0,0,0,0.06,4.765,4.825,"W01001558"
"1558","W01001559",5,1356,656,700,271,1085,0,0,0,0,4.41,4.41,"W01001559"
"1559","W01001560",75,1299,663,636,245,1054,4.851,3.668,0,34.19,43.061,85.77,"W01001560"
"1560","W01001561",41,1480,722,758,201,1279,2.708,0,0,2.022,10.91,15.64,"W01001561"
"1561","W01001562",69,1406,703,703,267,1139,1.272,0.689,0,5.33,27.123,34.414,"W01001562"
"1562","W01001563",5,1013,481,532,184,829,0.216,0,0,0.806,3.926,4.948,"W01001563"
"1563","W01001564",95,2319,1125,1194,510,1809,7.445,4.791,0,13.776,27.816,53.828,"W01001564"
"1564","W01001565",106,1861,944,917,379,1482,2.881,3.016,0,40.353,84.438,130.688,"W01001565"
"1565","W01001566",35,1268,659,609,220,1048,0,3.681,0,19.664,57.711,81.056,"W01001566"
"1566","W01001567",114,1016,481,535,157,859,4.373,10.005,0,21.049,32.081,67.508,"W01001567"
"1567","W01001568",39,1755,849,906,340,1415,0,34.504,0,44.358,94.629,173.491,"W01001568"
"1568","W01001569",34,1447,704,743,257,1190,0.334,3.248,0,5.029,13.867,22.478,"W01001569"
"1569","W01001570",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","W01001571",24,1255,634,621,220,1035,2.503,4.486,0,11.909,19.1,37.998,"W01001571"
"1571","W01001572",30,1583,772,811,382,1201,0.518,0.752,0.304,0.385,5.872,7.831,"W01001572"
"1572","W01001573",43,1503,763,740,334,1169,1.028,1.381,0.216,6.051,15.13,23.806,"W01001573"
"1573","W01001574",5,1487,749,738,325,1162,0,0,0,0.474,4.517,4.991,"W01001574"
"1574","W01001575",49,1253,656,597,250,1003,0,4.421,0,21.763,50.072,76.256,"W01001575"
"1575","W01001576",10,1088,529,559,237,851,0,0.157,0,0,1.922,2.079,"W01001576"
"1576","W01001577",24,1300,587,713,239,1061,0.4,1.38,0,1.525,4.234,7.539,"W01001577"
"1577","W01001578",49,2133,1089,1044,397,1736,0.687,3.006,0,5.025,14.217,22.935,"W01001578"
"1578","W01001579",24,1461,670,791,196,1265,0.556,0.533,0,0.666,4.575,6.33,"W01001579"
"1579","W01001580",41,1791,866,925,365,1426,0.035,0.635,0,0,3.751,4.421,"W01001580"
"1580","W01001581",89,1928,929,999,340,1588,6.41,0,0,15.604,56.189,78.203,"W01001581"
"1581","W01001582",70,1813,882,931,458,1355,0,1.571,0.274,5.277,6.559,13.681,"W01001582"
"1582","W01001583",84,1618,804,814,317,1301,9.309,2.023,0,22.85,23.552,57.734,"W01001583"
"1583","W01001584",8,1891,931,960,433,1458,0,0,0,0.246,4.942,5.188,"W01001584"
"1584","W01001585",2,1299,610,689,277,1022,0.238,0.411,0,0.491,2.92,4.06,"W01001585"
"1585","W01001586",61,2517,1213,1304,657,1860,2.165,0.116,0,0.184,8.116,10.581,"W01001586"
"1586","W01001587",49,1847,905,942,330,1517,0.546,0.668,0,0.329,6.317,7.86,"W01001587"
"1587","W01001588",17,1712,833,879,295,1417,0,0.902,0.089,3.462,5.662,10.115,"W01001588"
"1588","W01001589",16,1467,734,733,255,1212,0,0.04,0,0.301,4.886,5.227,"W01001589"
"1589","W01001590",81,2201,1120,1081,445,1756,3.019,7.158,0.13,35.01,55.007,100.324,"W01001590"
"1590","W01001591",12,1567,776,791,421,1146,0,0.335,0.001,0.114,7.752,8.202,"W01001591"
"1591","W01001592",6,1713,811,902,503,1210,0.113,0,0.003,0.18,4.69,4.986,"W01001592"
"1592","W01001593",36,1727,824,903,378,1349,0.475,0,0,0.529,5.855,6.859,"W01001593"
"1593","W01001594",18,1435,715,720,297,1138,0.166,5.433,0,9.731,39.614,54.944,"W01001594"
"1594","W01001595",13,1324,664,660,279,1045,1.456,1.026,0,8.317,38.33,49.129,"W01001595"
"1595","W01001596",2,1332,817,515,167,1165,0,0,0,0.136,4.336,4.472,"W01001596"
"1596","W01001597",13,1502,746,756,314,1188,0.683,1.141,0,2.142,4.094,8.06,"W01001597"
"1597","W01001598",20,1665,838,827,360,1305,0,0.724,0,0.35,3.513,4.587,"W01001598"
"1598","W01001599",39,2119,1024,1095,397,1722,4.869,0,0,8.303,13.76,26.932,"W01001599"
"1599","W01001600",64,1584,776,808,306,1278,0,0,0.013,0.586,3.681,4.28,"W01001600"
"1600","W01001601",10,1463,731,732,384,1079,0.067,0,0,0,3.122,3.189,"W01001601"
"1601","W01001602",11,1513,718,795,266,1247,0,0.133,0,0.241,3.824,4.198,"W01001602"
"1602","W01001603",22,1388,700,688,282,1106,0,0.299,0,0.153,3.223,3.675,"W01001603"
"1603","W01001604",108,1466,717,749,292,1174,0,1.388,2.018,3.6,5.472,12.478,"W01001604"
"1604","W01001605",21,1368,726,642,237,1131,0,0.526,0,1.927,1.585,4.038,"W01001605"
"1605","W01001606",31,1277,602,675,255,1022,0,0.423,0,0.672,1.674,2.769,"W01001606"
"1606","W01001607",21,1423,662,761,503,920,0,0.201,0,0.092,3.492,3.785,"W01001607"
"1607","W01001608",16,1544,768,776,348,1196,0,0.141,0,0.115,1.995,2.251,"W01001608"
"1608","W01001609",13,1467,659,808,477,990,0.084,0,0,0.052,3.046,3.182,"W01001609"
"1609","W01001610",7,1301,662,639,321,980,0,0,0,0,2.932,2.932,"W01001610"
"1610","W01001611",33,1319,628,691,351,968,0,0.311,0,0.569,2.155,3.035,"W01001611"
"1611","W01001612",49,1559,799,760,293,1266,0,0.408,0,0.371,2.42,3.199,"W01001612"
"1612","W01001613",16,1554,755,799,384,1170,0,0.238,0,0.374,2.269,2.881,"W01001613"
"1613","W01001614",14,1496,707,789,312,1184,0,0.44,0,0.129,4.031,4.6,"W01001614"
"1614","W01001615",54,1531,738,793,415,1116,0,0.001,0,0.568,3.725,4.294,"W01001615"
"1615","W01001616",16,1436,706,730,244,1192,0,0,0,0.196,3.738,3.934,"W01001616"
"1616","W01001617",3,1289,626,663,325,964,0,0,0,0.152,1.369,1.521,"W01001617"
"1617","W01001618",7,1123,549,574,233,890,0,0,0,0.359,2.87,3.229,"W01001618"
"1618","W01001619",6,1386,671,715,352,1034,0,0,0,0.295,2.029,2.324,"W01001619"
"1619","W01001620",14,1166,540,626,308,858,0,0,0,1.093,4.543,5.636,"W01001620"
"1620","W01001621",3,1368,645,723,308,1060,0,0,0,0.46,2.657,3.117,"W01001621"
"1621","W01001622",6,1274,613,661,274,1000,0,0,0,0.249,3.485,3.734,"W01001622"
"1622","W01001623",27,1491,703,788,271,1220,0,1.238,0,0.192,4.166,5.596,"W01001623"
"1623","W01001624",17,1275,597,678,319,956,0,0,0,0.653,4.578,5.231,"W01001624"
"1624","W01001625",45,1279,635,644,240,1039,0.15,1.869,0,11.749,10.213,23.981,"W01001625"
"1625","W01001626",12,1394,712,682,250,1144,0,0,0,0.108,4.094,4.202,"W01001626"
"1626","W01001627",22,1553,769,784,301,1252,0,0.676,0,2.487,4.752,7.915,"W01001627"
"1627","W01001628",9,1069,498,571,204,865,0,0.213,0,0.128,2.313,2.654,"W01001628"
"1628","W01001629",60,1395,664,731,210,1185,0,0.427,0,0.162,3.33,3.919,"W01001629"
"1629","W01001630",5,1462,714,748,239,1223,0,0,0,0.342,3.599,3.941,"W01001630"
"1630","W01001631",17,1423,678,745,284,1139,0,0,0,0,2.493,2.493,"W01001631"
"1631","W01001632",94,1377,659,718,338,1039,0.171,0.032,1.261,0.372,5.923,7.759,"W01001632"
"1632","W01001633",11,1535,735,800,483,1052,0.195,0,0,0.685,2.949,3.829,"W01001633"
"1633","W01001634",19,1529,706,823,405,1124,0,0.451,0,0.503,2.641,3.595,"W01001634"
"1634","W01001635",10,1348,650,698,300,1048,0.267,0,0,0.241,4.135,4.643,"W01001635"
"1635","W01001636",74,1897,944,953,545,1352,4.172,0,0,5.385,12.741,22.298,"W01001636"
"1636","W01001637",69,1724,837,887,445,1279,1.661,0,0,1.266,5.457,8.384,"W01001637"
"1637","W01001638",7,1190,584,606,263,927,0.366,0,0,0.144,2.406,2.916,"W01001638"
"1638","W01001639",76,1911,920,991,496,1415,1.971,0,0.376,1.038,7.527,10.912,"W01001639"
"1639","W01001640",30,1146,557,589,180,966,2.689,0,0,7.158,23.904,33.751,"W01001640"
"1640","W01001641",96,1368,682,686,245,1123,2.842,1.896,0,4.474,16.921,26.133,"W01001641"
"1641","W01001642",27,1691,810,881,403,1288,0,0,0,0.685,1.938,2.623,"W01001642"
"1642","W01001643",12,1486,716,770,497,989,0,0,0,0.255,2.468,2.723,"W01001643"
"1643","W01001644",32,2681,1348,1333,669,2012,0,0,0,0.214,5.241,5.455,"W01001644"
"1644","W01001645",2,1363,659,704,390,973,0,0,0,0.057,2.452,2.509,"W01001645"
"1645","W01001646",58,2120,1032,1088,430,1690,1.369,0,0,2.56,4.973,8.902,"W01001646"
"1646","W01001647",125,1483,717,766,245,1238,0.765,0,0,17.623,27.249,45.637,"W01001647"
"1647","W01001648",15,1529,730,799,348,1181,0.014,0,0,0.334,2.493,2.841,"W01001648"
"1648","W01001649",24,1472,747,725,286,1186,4.59,0,0,26.339,40.454,71.383,"W01001649"
"1649","W01001650",3,1489,724,765,349,1140,0,0,0,0.042,3.124,3.166,"W01001650"
"1650","W01001651",11,1525,746,779,279,1246,0.415,0,0,0.188,3.387,3.99,"W01001651"
"1651","W01001652",24,1773,825,948,460,1313,0.065,0,0,0.539,5.987,6.591,"W01001652"
"1652","W01001653",9,1449,703,746,292,1157,0,0,0,0.138,2.519,2.657,"W01001653"
"1653","W01001654",31,1629,790,839,355,1274,0.551,0,0,0.12,3.115,3.786,"W01001654"
"1654","W01001655",33,1621,786,835,314,1307,0.433,0,0,0.248,3.373,4.054,"W01001655"
"1655","W01001656",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","W01001657",99,1465,721,744,356,1109,2.25,0,2.283,8.49,11.587,24.61,"W01001657"
"1657","W01001658",20,1885,891,994,480,1405,0.002,0,0,1.282,9.268,10.552,"W01001658"
"1658","W01001659",18,1803,934,869,528,1275,0,0,0,0.093,2.229,2.322,"W01001659"
"1659","W01001660",60,1569,769,800,393,1176,1.894,0,0,13.98,8.47,24.344,"W01001660"
"1660","W01001661",78,2599,1329,1270,574,2025,1.077,0.056,0,0.779,6.092,8.004,"W01001661"
"1661","W01001662",52,1347,659,688,332,1015,0,0.835,0,0.125,2.821,3.781,"W01001662"
"1662","W01001663",83,1500,675,825,304,1196,0,1.28,0,0,3.106,4.386,"W01001663"
"1663","W01001664",111,1425,699,726,331,1094,0.996,0.421,0.641,0.535,2.826,5.419,"W01001664"
"1664","W01001665",32,1661,782,879,316,1345,0,0.462,0,0.067,5.01,5.539,"W01001665"
"1665","W01001666",15,1477,683,794,402,1075,0,0,0,0.122,2.573,2.695,"W01001666"
"1666","W01001667",10,1347,635,712,407,940,0.082,0,0,0.086,2.141,2.309,"W01001667"
"1667","W01001668",27,1140,576,564,287,853,0.656,0,0,0.672,3.192,4.52,"W01001668"
"1668","W01001669",15,1350,678,672,270,1080,0,0,0,0.203,4.45,4.653,"W01001669"
"1669","W01001670",36,2385,1202,1183,651,1734,0,0.634,0,3.537,7.279,11.45,"W01001670"
"1670","W01001671",36,1724,823,901,340,1384,0.121,0.664,0,1.125,6.406,8.316,"W01001671"
"1671","W01001672",34,1761,837,924,436,1325,0.013,0.954,0,2.234,6.245,9.446,"W01001672"
"1672","W01001673",21,1449,725,724,234,1215,0,0.74,0,0.369,2.868,3.977,"W01001673"
"1673","W01001674",14,1489,717,772,333,1156,0,0.398,0,0.093,3.671,4.162,"W01001674"
"1674","W01001675",27,1550,779,771,380,1170,0,0.192,0,0.263,2.182,2.637,"W01001675"
"1675","W01001676",28,1653,843,810,388,1265,0,0.305,0,1.066,3.477,4.848,"W01001676"
